airfoil_id,polar_id,Re,max_thickness,x_at_max_thickness,max_camber,x_at_max_camber,max_cl,alpha_at_max_cl,sharpness_rating,radius_rating
e585-il,xf-e585-il-100000,100000.0,0.08429,0.077,38.0,35.0,1.3961,11.5,87.3036195755321,12.696380424467907
e585-il,xf-e585-il-1000000,1000000.0,0.08429,0.077,38.0,35.0,1.5222,15.25,87.3036195755321,12.696380424467907
e585-il,xf-e585-il-200000,200000.0,0.08429,0.077,38.0,35.0,1.3888,11.75,87.3036195755321,12.696380424467907
e585-il,xf-e585-il-50000,50000.0,0.08429,0.077,38.0,35.0,0.9465,12.5,87.3036195755321,12.696380424467907
e585-il,xf-e585-il-500000,500000.0,0.08429,0.077,38.0,35.0,1.4564,15.75,87.3036195755321,12.696380424467907
e587-il,xf-e587-il-100000,100000.0,0.01605,0.003,37.0,36.0,1.4538,11.75,97.58243082438356,2.4175691756164417
e587-il,xf-e587-il-1000000,1000000.0,0.01605,0.003,37.0,36.0,1.591,17.75,97.58243082438356,2.4175691756164417
e587-il,xf-e587-il-200000,200000.0,0.01605,0.003,37.0,36.0,1.4456,13.0,97.58243082438356,2.4175691756164417
e587-il,xf-e587-il-50000,50000.0,0.01605,0.003,37.0,36.0,0.8646,11.5,97.58243082438356,2.4175691756164417
e587-il,xf-e587-il-500000,500000.0,0.01605,0.003,37.0,36.0,1.5094,16.0,97.58243082438356,2.4175691756164417
e59-il,xf-e59-il-100000,100000.0,0.056,0.25,18.0,18.0,1.3963,8.25,91.56486767386164,8.435132326138365
e59-il,xf-e59-il-1000000,1000000.0,0.056,0.25,18.0,18.0,1.6978,12.25,91.56486767386164,8.435132326138365
e59-il,xf-e59-il-200000,200000.0,0.056,0.25,18.0,18.0,1.4174,8.25,91.56486767386164,8.435132326138365
e59-il,xf-e59-il-50000,50000.0,0.056,0.25,18.0,18.0,1.3787,8.75,91.56486767386164,8.435132326138365
e59-il,xf-e59-il-500000,500000.0,0.056,0.25,18.0,18.0,1.5558,10.0,91.56486767386164,8.435132326138365
e591-il,xf-e591-il-100000,100000.0,0.0,0.0,0.13601,0.335,1.8762,12.75,100.0,0.0
e591-il,xf-e591-il-1000000,1000000.0,0.0,0.0,0.13601,0.335,2.0773,16.5,100.0,0.0
e591-il,xf-e591-il-200000,200000.0,0.0,0.0,0.13601,0.335,1.9493,17.75,100.0,0.0
e591-il,xf-e591-il-50000,50000.0,0.0,0.0,0.13601,0.335,0.7862,5.5,100.0,0.0
e591-il,xf-e591-il-500000,500000.0,0.0,0.0,0.13601,0.335,1.9691,15.75,100.0,0.0
e593-il,xf-e593-il-100000,100000.0,0.0849,0.084,38.0,34.0,1.3984,14.0,87.21173688412237,12.78826311587763
e593-il,xf-e593-il-1000000,1000000.0,0.0849,0.084,38.0,34.0,1.5716,12.25,87.21173688412237,12.78826311587763
e593-il,xf-e593-il-200000,200000.0,0.0849,0.084,38.0,34.0,1.5219,11.75,87.21173688412237,12.78826311587763
e593-il,xf-e593-il-50000,50000.0,0.0849,0.084,38.0,34.0,0.7516,10.25,87.21173688412237,12.78826311587763
e593-il,xf-e593-il-500000,500000.0,0.0849,0.084,38.0,34.0,1.539,12.0,87.21173688412237,12.78826311587763
e598-il,xf-e598-il-100000,100000.0,0.00865,0.001,38.0,34.0,1.4664,12.25,98.69707331033756,1.3029266896624438
e598-il,xf-e598-il-1000000,1000000.0,0.00865,0.001,38.0,34.0,1.5467,12.25,98.69707331033756,1.3029266896624438
e598-il,xf-e598-il-200000,200000.0,0.00865,0.001,38.0,34.0,1.4906,11.75,98.69707331033756,1.3029266896624438
e598-il,xf-e598-il-50000,50000.0,0.00865,0.001,38.0,34.0,0.7251,10.25,98.69707331033756,1.3029266896624438
e598-il,xf-e598-il-500000,500000.0,0.00865,0.001,38.0,34.0,1.5207,11.75,98.69707331033756,1.3029266896624438
e603-il,xf-e603-il-100000,100000.0,0.16134,0.583,29.0,33.0,1.3088,16.25,75.6977812589435,24.3022187410565
e603-il,xf-e603-il-1000000,1000000.0,0.16134,0.583,29.0,33.0,1.4527,18.75,75.6977812589435,24.3022187410565
e603-il,xf-e603-il-200000,200000.0,0.16134,0.583,29.0,33.0,1.3175,11.75,75.6977812589435,24.3022187410565
e603-il,xf-e603-il-50000,50000.0,0.16134,0.583,29.0,33.0,0.4839,11.0,75.6977812589435,24.3022187410565
e603-il,xf-e603-il-500000,500000.0,0.16134,0.583,29.0,33.0,1.3935,10.25,75.6977812589435,24.3022187410565
e604-il,xf-e604-il-100000,100000.0,0.0279999999999999,0.007,36.0,35.0,1.3578,18.0,95.78243383693084,4.2175661630691685
e604-il,xf-e604-il-1000000,1000000.0,0.0279999999999999,0.007,36.0,35.0,1.5021,19.25,95.78243383693084,4.2175661630691685
e604-il,xf-e604-il-200000,200000.0,0.0279999999999999,0.007,36.0,35.0,1.3339,15.25,95.78243383693084,4.2175661630691685
e604-il,xf-e604-il-50000,50000.0,0.0279999999999999,0.007,36.0,35.0,0.6577,12.0,95.78243383693084,4.2175661630691685
e604-il,xf-e604-il-500000,500000.0,0.0279999999999999,0.007,36.0,35.0,1.4164,17.75,95.78243383693084,4.2175661630691685
e61-il,xf-e61-il-100000,100000.0,0.04785,0.51,0.09182,0.462,1.6162,10.25,92.7924806820407,7.207519317959299
e61-il,xf-e61-il-1000000,1000000.0,0.04785,0.51,0.09182,0.462,1.6176,8.75,92.7924806820407,7.207519317959299
e61-il,xf-e61-il-200000,200000.0,0.04785,0.51,0.09182,0.462,1.6222,10.0,92.7924806820407,7.207519317959299
e61-il,xf-e61-il-50000,50000.0,0.04785,0.51,0.09182,0.462,1.597,10.0,92.7924806820407,7.207519317959299
e61-il,xf-e61-il-500000,500000.0,0.04785,0.51,0.09182,0.462,1.5898,9.0,92.7924806820407,7.207519317959299
e62-il,xf-e62-il-100000,100000.0,0.0001999999999999,0.997,0.07939,0.445,1.469,9.5,99.96987452740666,0.03012547259333624
e62-il,xf-e62-il-1000000,1000000.0,0.0001999999999999,0.997,0.07939,0.445,1.5594,10.0,99.96987452740666,0.03012547259333624
e62-il,xf-e62-il-200000,200000.0,0.0001999999999999,0.997,0.07939,0.445,1.4657,8.75,99.96987452740666,0.03012547259333624
e62-il,xf-e62-il-50000,50000.0,0.0001999999999999,0.997,0.07939,0.445,1.4393,9.75,99.96987452740666,0.03012547259333624
e62-il,xf-e62-il-500000,500000.0,0.0001999999999999,0.997,0.07939,0.445,1.4755,8.5,99.96987452740666,0.03012547259333624
e625-il,xf-e625-il-100000,100000.0,0.13,0.3,50.0,50.0,1.2646,11.25,80.41844281432165,19.581557185678346
e625-il,xf-e625-il-1000000,1000000.0,0.13,0.3,50.0,50.0,1.488,15.75,80.41844281432165,19.581557185678346
e625-il,xf-e625-il-200000,200000.0,0.13,0.3,50.0,50.0,1.3534,14.25,80.41844281432165,19.581557185678346
e625-il,xf-e625-il-50000,50000.0,0.13,0.3,50.0,50.0,0.7491,4.75,80.41844281432165,19.581557185678346
e625-il,xf-e625-il-500000,500000.0,0.13,0.3,50.0,50.0,1.4017,15.5,80.41844281432165,19.581557185678346
e63-il,xf-e63-il-100000,100000.0,0.0073,0.917,0.07094,0.456,1.4681,8.5,98.90042025034268,1.0995797496573225
e63-il,xf-e63-il-1000000,1000000.0,0.0073,0.917,0.07094,0.456,1.6775,10.0,98.90042025034268,1.0995797496573225
e63-il,xf-e63-il-200000,200000.0,0.0073,0.917,0.07094,0.456,1.4548,7.5,98.90042025034268,1.0995797496573225
e63-il,xf-e63-il-50000,50000.0,0.0073,0.917,0.07094,0.456,1.4442,8.0,98.90042025034268,1.0995797496573225
e63-il,xf-e63-il-500000,500000.0,0.0073,0.917,0.07094,0.456,1.5014,7.75,98.90042025034268,1.0995797496573225
e635-il,xf-e635-il-100000,100000.0,0.0362399999999999,0.016,30.0,32.0,1.2751,12.0,94.54126436608476,5.458735633915241
e635-il,xf-e635-il-1000000,1000000.0,0.0362399999999999,0.016,30.0,32.0,1.4023,12.5,94.54126436608476,5.458735633915241
e635-il,xf-e635-il-200000,200000.0,0.0362399999999999,0.016,30.0,32.0,1.3115,12.0,94.54126436608476,5.458735633915241
e635-il,xf-e635-il-50000,50000.0,0.0362399999999999,0.016,30.0,32.0,0.6022,4.25,94.54126436608476,5.458735633915241
e635-il,xf-e635-il-500000,500000.0,0.0362399999999999,0.016,30.0,32.0,1.3564,12.25,94.54126436608476,5.458735633915241
e636-il,xf-e636-il-100000,100000.0,0.00069,0.996,30.0,32.0,1.3037,13.0,99.89606711955294,0.10393288044706199
e636-il,xf-e636-il-1000000,1000000.0,0.00069,0.996,30.0,32.0,1.3981,12.25,99.89606711955294,0.10393288044706199
e636-il,xf-e636-il-200000,200000.0,0.00069,0.996,30.0,32.0,1.3594,12.0,99.89606711955294,0.10393288044706199
e636-il,xf-e636-il-50000,50000.0,0.00069,0.996,30.0,32.0,0.6442,12.5,99.89606711955294,0.10393288044706199
e636-il,xf-e636-il-500000,500000.0,0.00069,0.996,30.0,32.0,1.3818,12.0,99.89606711955294,0.10393288044706199
e637-il,xf-e637-il-100000,100000.0,0.0437899999999999,0.022,30.0,32.0,1.3447,13.5,93.40402777568575,6.595972224314253
e637-il,xf-e637-il-1000000,1000000.0,0.0437899999999999,0.022,30.0,32.0,1.4697,12.5,93.40402777568575,6.595972224314253
e637-il,xf-e637-il-200000,200000.0,0.0437899999999999,0.022,30.0,32.0,1.4218,12.5,93.40402777568575,6.595972224314253
e637-il,xf-e637-il-50000,50000.0,0.0437899999999999,0.022,30.0,32.0,0.5547,3.0,93.40402777568575,6.595972224314253
e637-il,xf-e637-il-500000,500000.0,0.0437899999999999,0.022,30.0,32.0,1.4473,12.25,93.40402777568575,6.595972224314253
e638-il,xf-e638-il-100000,100000.0,0.0731199999999999,0.061,29.0,33.0,1.0751,8.25,88.98612721987078,11.01387278012922
e638-il,xf-e638-il-1000000,1000000.0,0.0731199999999999,0.061,29.0,33.0,1.515,11.75,88.98612721987078,11.01387278012922
e638-il,xf-e638-il-200000,200000.0,0.0731199999999999,0.061,29.0,33.0,1.4831,12.5,88.98612721987078,11.01387278012922
e638-il,xf-e638-il-50000,50000.0,0.0731199999999999,0.061,29.0,33.0,0.628,10.5,88.98612721987078,11.01387278012922
e638-il,xf-e638-il-500000,500000.0,0.0731199999999999,0.061,29.0,33.0,1.5095,12.25,88.98612721987078,11.01387278012922
e639-il,xf-e639-il-100000,100000.0,0.00341,0.986,29.0,33.0,1.0381,8.0,99.48636069228336,0.5136393077166397
e639-il,xf-e639-il-1000000,1000000.0,0.00341,0.986,29.0,33.0,1.5517,12.5,99.48636069228336,0.5136393077166397
e639-il,xf-e639-il-200000,200000.0,0.00341,0.986,29.0,33.0,1.5475,12.75,99.48636069228336,0.5136393077166397
e639-il,xf-e639-il-50000,50000.0,0.00341,0.986,29.0,33.0,0.6379,10.0,99.48636069228336,0.5136393077166397
e639-il,xf-e639-il-500000,500000.0,0.00341,0.986,29.0,33.0,1.5542,12.75,99.48636069228336,0.5136393077166397
e64-il,xf-e64-il-100000,100000.0,0.00513,0.001,0.07288,0.369,1.2897,10.25,99.22728162798053,0.7727183720194609
e64-il,xf-e64-il-1000000,1000000.0,0.00513,0.001,0.07288,0.369,1.4247,11.75,99.22728162798053,0.7727183720194609
e64-il,xf-e64-il-200000,200000.0,0.00513,0.001,0.07288,0.369,1.3237,10.5,99.22728162798053,0.7727183720194609
e64-il,xf-e64-il-50000,50000.0,0.00513,0.001,0.07288,0.369,1.2427,9.75,99.22728162798053,0.7727183720194609
e64-il,xf-e64-il-500000,500000.0,0.00513,0.001,0.07288,0.369,1.3757,11.0,99.22728162798053,0.7727183720194609
e642-il,xf-e642-il-100000,100000.0,0.00234,0.985,30.0,32.0,1.1705,11.5,99.64753197065778,0.3524680293422103
e642-il,xf-e642-il-1000000,1000000.0,0.00234,0.985,30.0,32.0,1.2806,16.75,99.64753197065778,0.3524680293422103
e642-il,xf-e642-il-200000,200000.0,0.00234,0.985,30.0,32.0,1.2413,8.5,99.64753197065778,0.3524680293422103
e642-il,xf-e642-il-50000,50000.0,0.00234,0.985,30.0,32.0,1.155,12.5,99.64753197065778,0.3524680293422103
e642-il,xf-e642-il-500000,500000.0,0.00234,0.985,30.0,32.0,1.206,16.0,99.64753197065778,0.3524680293422103
e654-il,xf-e654-il-100000,100000.0,0.1316,0.136,38.0,35.0,1.5197,17.0,80.17743903357484,19.822560966425158
e654-il,xf-e654-il-1000000,1000000.0,0.1316,0.136,38.0,35.0,1.6325,18.5,80.17743903357484,19.822560966425158
e654-il,xf-e654-il-200000,200000.0,0.1316,0.136,38.0,35.0,1.4989,15.0,80.17743903357484,19.822560966425158
e654-il,xf-e654-il-50000,50000.0,0.1316,0.136,38.0,35.0,0.6991,11.25,80.17743903357484,19.822560966425158
e654-il,xf-e654-il-500000,500000.0,0.1316,0.136,38.0,35.0,1.5598,17.5,80.17743903357484,19.822560966425158
e655-il,xf-e655-il-100000,100000.0,0.02899,0.007,38.0,35.0,1.4194,18.0,95.63331274759372,4.366687252406272
e655-il,xf-e655-il-1000000,1000000.0,0.02899,0.007,38.0,35.0,1.547,19.25,95.63331274759372,4.366687252406272
e655-il,xf-e655-il-200000,200000.0,0.02899,0.007,38.0,35.0,1.3903,16.5,95.63331274759372,4.366687252406272
e655-il,xf-e655-il-50000,50000.0,0.02899,0.007,38.0,35.0,0.5864,10.5,95.63331274759372,4.366687252406272
e655-il,xf-e655-il-500000,500000.0,0.02899,0.007,38.0,35.0,1.4655,17.25,95.63331274759372,4.366687252406272
e656-il,xf-e656-il-100000,100000.0,0.01556,0.002,38.0,35.0,1.445,14.75,97.65623823223727,2.3437617677627314
e656-il,xf-e656-il-1000000,1000000.0,0.01556,0.002,38.0,35.0,1.5693,18.5,97.65623823223727,2.3437617677627314
e656-il,xf-e656-il-200000,200000.0,0.01556,0.002,38.0,35.0,1.4289,15.5,97.65623823223727,2.3437617677627314
e656-il,xf-e656-il-50000,50000.0,0.01556,0.002,38.0,35.0,0.8205,13.5,97.65623823223727,2.3437617677627314
e656-il,xf-e656-il-500000,500000.0,0.01556,0.002,38.0,35.0,1.4952,17.25,97.65623823223727,2.3437617677627314
e657-il,xf-e657-il-100000,100000.0,0.09056,0.734,38.0,35.0,1.4252,17.75,86.35918600973052,13.640813990269471
e657-il,xf-e657-il-1000000,1000000.0,0.09056,0.734,38.0,35.0,1.5802,18.5,86.35918600973052,13.640813990269471
e657-il,xf-e657-il-200000,200000.0,0.09056,0.734,38.0,35.0,1.4081,15.0,86.35918600973052,13.640813990269471
e657-il,xf-e657-il-50000,50000.0,0.09056,0.734,38.0,35.0,0.8941,12.25,86.35918600973052,13.640813990269471
e657-il,xf-e657-il-500000,500000.0,0.09056,0.734,38.0,35.0,1.4953,17.0,86.35918600973052,13.640813990269471
e66-il,xf-e66-il-100000,100000.0,0.09272,0.474,29.0,33.0,1.4011,12.25,86.03383090572234,13.966169094277664
e66-il,xf-e66-il-1000000,1000000.0,0.09272,0.474,29.0,33.0,1.5908,13.75,86.03383090572234,13.966169094277664
e66-il,xf-e66-il-200000,200000.0,0.09272,0.474,29.0,33.0,1.4014,12.75,86.03383090572234,13.966169094277664
e66-il,xf-e66-il-50000,50000.0,0.09272,0.474,29.0,33.0,1.392,10.75,86.03383090572234,13.966169094277664
e66-il,xf-e66-il-500000,500000.0,0.09272,0.474,29.0,33.0,1.458,12.5,86.03383090572234,13.966169094277664
e662-il,xf-e662-il-100000,100000.0,0.04221,0.862,30.0,33.0,1.3367,16.75,93.64201900917321,6.357980990826792
e662-il,xf-e662-il-1000000,1000000.0,0.04221,0.862,30.0,33.0,1.5299,16.75,93.64201900917321,6.357980990826792
e662-il,xf-e662-il-200000,200000.0,0.04221,0.862,30.0,33.0,1.3527,15.0,93.64201900917321,6.357980990826792
e662-il,xf-e662-il-50000,50000.0,0.04221,0.862,30.0,33.0,1.3892,13.75,93.64201900917321,6.357980990826792
e662-il,xf-e662-il-500000,500000.0,0.04221,0.862,30.0,33.0,1.441,15.5,93.64201900917321,6.357980990826792
e664-il,xf-e664-il-100000,100000.0,0.0992299999999999,0.093,30.0,32.0,1.1647,16.5,85.05324677280876,14.946753227191234
e664-il,xf-e664-il-1000000,1000000.0,0.0992299999999999,0.093,30.0,32.0,1.3402,16.0,85.05324677280876,14.946753227191234
e664-il,xf-e664-il-200000,200000.0,0.0992299999999999,0.093,30.0,32.0,1.1936,18.25,85.05324677280876,14.946753227191234
e664-il,xf-e664-il-50000,50000.0,0.0992299999999999,0.093,30.0,32.0,1.1638,14.0,85.05324677280876,14.946753227191234
e664-il,xf-e664-il-500000,500000.0,0.0992299999999999,0.093,30.0,32.0,1.2502,15.75,85.05324677280876,14.946753227191234
e668-il,xf-e668-il-100000,100000.0,0.06745,0.782,37.0,36.0,1.3951,15.5,89.84018436789228,10.159815632107726
e668-il,xf-e668-il-1000000,1000000.0,0.06745,0.782,37.0,36.0,1.5762,17.0,89.84018436789228,10.159815632107726
e668-il,xf-e668-il-200000,200000.0,0.06745,0.782,37.0,36.0,1.3632,16.75,89.84018436789228,10.159815632107726
e668-il,xf-e668-il-50000,50000.0,0.06745,0.782,37.0,36.0,1.3913,13.5,89.84018436789228,10.159815632107726
e668-il,xf-e668-il-500000,500000.0,0.06745,0.782,37.0,36.0,1.4651,15.75,89.84018436789228,10.159815632107726
e67-il,xf-e67-il-100000,100000.0,0.04971,0.791,30.0,33.0,1.3675,13.0,92.51231378692253,7.487686213077466
e67-il,xf-e67-il-1000000,1000000.0,0.04971,0.791,30.0,33.0,1.5273,14.25,92.51231378692253,7.487686213077466
e67-il,xf-e67-il-200000,200000.0,0.04971,0.791,30.0,33.0,1.3478,13.75,92.51231378692253,7.487686213077466
e67-il,xf-e67-il-50000,50000.0,0.04971,0.791,30.0,33.0,1.3531,11.75,92.51231378692253,7.487686213077466
e67-il,xf-e67-il-500000,500000.0,0.04971,0.791,30.0,33.0,1.4107,13.0,92.51231378692253,7.487686213077466
e678-il,xf-e678-il-100000,100000.0,0.03024,0.901,29.0,33.0,1.4723,11.5,95.44502854388529,4.554971456114717
e678-il,xf-e678-il-1000000,1000000.0,0.03024,0.901,29.0,33.0,1.5872,15.75,95.44502854388529,4.554971456114717
e678-il,xf-e678-il-200000,200000.0,0.03024,0.901,29.0,33.0,1.4879,9.75,95.44502854388529,4.554971456114717
e678-il,xf-e678-il-50000,50000.0,0.03024,0.901,29.0,33.0,1.4441,13.5,95.44502854388529,4.554971456114717
e678-il,xf-e678-il-500000,500000.0,0.03024,0.901,29.0,33.0,1.5041,15.25,95.44502854388529,4.554971456114717
e68-il,xf-e68-il-100000,100000.0,0.12921,0.276,30.0,33.0,1.2988,14.0,80.53743843106538,19.462561568934607
e68-il,xf-e68-il-1000000,1000000.0,0.12921,0.276,30.0,33.0,1.4556,15.5,80.53743843106538,19.462561568934607
e68-il,xf-e68-il-200000,200000.0,0.12921,0.276,30.0,33.0,1.3,15.25,80.53743843106538,19.462561568934607
e68-il,xf-e68-il-50000,50000.0,0.12921,0.276,30.0,33.0,1.3023,12.25,80.53743843106538,19.462561568934607
e68-il,xf-e68-il-500000,500000.0,0.12921,0.276,30.0,33.0,1.3538,14.25,80.53743843106538,19.462561568934607
e682-il,xf-e682-il-100000,100000.0,0.00039,0.996,30.0,32.0,1.1609,15.5,99.94125532844296,0.05874467155703504
e682-il,xf-e682-il-1000000,1000000.0,0.00039,0.996,30.0,32.0,1.2682,17.0,99.94125532844296,0.05874467155703504
e682-il,xf-e682-il-200000,200000.0,0.00039,0.996,30.0,32.0,1.1994,7.75,99.94125532844296,0.05874467155703504
e682-il,xf-e682-il-50000,50000.0,0.00039,0.996,30.0,32.0,1.1401,12.0,99.94125532844296,0.05874467155703504
e682-il,xf-e682-il-500000,500000.0,0.00039,0.996,30.0,32.0,1.1979,18.0,99.94125532844296,0.05874467155703504
e694-il,xf-e694-il-100000,100000.0,0.00028,0.996,29.0,33.0,1.4194,16.5,99.9578243383693,0.04217566163069182
e694-il,xf-e694-il-1000000,1000000.0,0.00028,0.996,29.0,33.0,1.5406,15.0,99.9578243383693,0.04217566163069182
e694-il,xf-e694-il-200000,200000.0,0.00028,0.996,29.0,33.0,1.4349,17.5,99.9578243383693,0.04217566163069182
e694-il,xf-e694-il-50000,50000.0,0.00028,0.996,29.0,33.0,1.3835,14.75,99.9578243383693,0.04217566163069182
e694-il,xf-e694-il-500000,500000.0,0.00028,0.996,29.0,33.0,1.4726,19.25,99.9578243383693,0.04217566163069182
fx049915-il,xf-fx049915-il-100000,100000.0,0.14718,0.371,13.0,13.0,0.6845,10.0,77.83066471855278,22.169335281447225
fx049915-il,xf-fx049915-il-1000000,1000000.0,0.14718,0.371,13.0,13.0,1.5364,10.0,77.83066471855278,22.169335281447225
fx049915-il,xf-fx049915-il-200000,200000.0,0.14718,0.371,13.0,13.0,1.3186,14.5,77.83066471855278,22.169335281447225
fx049915-il,xf-fx049915-il-50000,50000.0,0.14718,0.371,13.0,13.0,0.6657,11.5,77.83066471855278,22.169335281447225
fx049915-il,xf-fx049915-il-500000,500000.0,0.14718,0.371,13.0,13.0,1.5797,10.75,77.83066471855278,22.169335281447225
fx05188-il,xf-fx05188-il-100000,100000.0,0.18815,0.371,25.0,25.0,1.2835,16.0,71.65946165780475,28.34053834219524
fx05188-il,xf-fx05188-il-1000000,1000000.0,0.18815,0.371,25.0,25.0,1.4544,19.25,71.65946165780475,28.34053834219524
fx05188-il,xf-fx05188-il-200000,200000.0,0.18815,0.371,25.0,25.0,1.3403,17.5,71.65946165780475,28.34053834219524
fx05188-il,xf-fx05188-il-50000,50000.0,0.18815,0.371,25.0,25.0,1.2362,15.0,71.65946165780475,28.34053834219524
fx05188-il,xf-fx05188-il-500000,500000.0,0.18815,0.371,25.0,25.0,1.3492,17.0,71.65946165780475,28.34053834219524
fx05191-il,xf-fx05191-il-100000,100000.0,0.19081,0.371,25.0,25.0,1.2751,16.5,71.25879287231318,28.741207127686813
fx05191-il,xf-fx05191-il-1000000,1000000.0,0.19081,0.371,25.0,25.0,1.4831,19.0,71.25879287231318,28.741207127686813
fx05191-il,xf-fx05191-il-200000,200000.0,0.19081,0.371,25.0,25.0,1.2943,18.75,71.25879287231318,28.741207127686813
fx05191-il,xf-fx05191-il-50000,50000.0,0.19081,0.371,25.0,25.0,1.201,14.5,71.25879287231318,28.741207127686813
fx05191-il,xf-fx05191-il-500000,500000.0,0.19081,0.371,25.0,25.0,1.3343,17.25,71.25879287231318,28.741207127686813
fx057816-il,xf-fx057816-il-100000,100000.0,0.1618399999999999,0.371,13.0,13.0,1.3255,18.75,75.62246757746014,24.37753242253986
fx057816-il,xf-fx057816-il-1000000,1000000.0,0.1618399999999999,0.371,13.0,13.0,1.3859,8.5,75.62246757746014,24.37753242253986
fx057816-il,xf-fx057816-il-200000,200000.0,0.1618399999999999,0.371,13.0,13.0,1.3419,19.0,75.62246757746014,24.37753242253986
fx057816-il,xf-fx057816-il-50000,50000.0,0.1618399999999999,0.371,13.0,13.0,0.6327,11.0,75.62246757746014,24.37753242253986
fx057816-il,xf-fx057816-il-500000,500000.0,0.1618399999999999,0.371,13.0,13.0,1.4274,9.5,75.62246757746014,24.37753242253986
fx05h126-il,xf-fx05h126-il-100000,100000.0,0.12609,0.371,25.0,25.0,1.2686,16.25,81.00739580352167,18.99260419647833
fx05h126-il,xf-fx05h126-il-1000000,1000000.0,0.12609,0.371,25.0,25.0,1.384,16.25,81.00739580352167,18.99260419647833
fx05h126-il,xf-fx05h126-il-200000,200000.0,0.12609,0.371,25.0,25.0,1.3193,10.0,81.00739580352167,18.99260419647833
fx05h126-il,xf-fx05h126-il-50000,50000.0,0.12609,0.371,25.0,25.0,1.2659,13.5,81.00739580352167,18.99260419647833
fx05h126-il,xf-fx05h126-il-500000,500000.0,0.12609,0.371,25.0,25.0,1.3089,16.0,81.00739580352167,18.99260419647833
fx082512-il,xf-fx082512-il-100000,100000.0,0.118,0.25,13.0,13.0,1.3124,8.25,82.22597116992273,17.774028830077267
fx082512-il,xf-fx082512-il-1000000,1000000.0,0.118,0.25,13.0,13.0,1.6821,13.5,82.22597116992273,17.774028830077267
fx082512-il,xf-fx082512-il-200000,200000.0,0.118,0.25,13.0,13.0,1.3969,9.0,82.22597116992273,17.774028830077267
fx082512-il,xf-fx082512-il-50000,50000.0,0.118,0.25,13.0,13.0,1.2936,8.75,82.22597116992273,17.774028830077267
fx082512-il,xf-fx082512-il-500000,500000.0,0.118,0.25,13.0,13.0,1.5482,12.25,82.22597116992273,17.774028830077267
fx08s176-il,xf-fx08s176-il-100000,100000.0,0.1760499999999999,0.371,25.0,25.0,0.6972,12.5,73.48205274970253,26.517947250297468
fx08s176-il,xf-fx08s176-il-1000000,1000000.0,0.1760499999999999,0.371,25.0,25.0,1.3777,8.0,73.48205274970253,26.517947250297468
fx08s176-il,xf-fx08s176-il-200000,200000.0,0.1760499999999999,0.371,25.0,25.0,1.2975,12.25,73.48205274970253,26.517947250297468
fx08s176-il,xf-fx08s176-il-50000,50000.0,0.1760499999999999,0.371,25.0,25.0,0.6485,13.0,73.48205274970253,26.517947250297468
fx08s176-il,xf-fx08s176-il-500000,500000.0,0.1760499999999999,0.371,25.0,25.0,1.3605,9.25,73.48205274970253,26.517947250297468
fx2-il,xf-fx2-il-100000,100000.0,0.20446,0.435,24.0,24.0,1.1775,15.5,69.20272936781696,30.79727063218304
fx2-il,xf-fx2-il-1000000,1000000.0,0.20446,0.435,24.0,24.0,1.3255,19.0,69.20272936781696,30.79727063218304
fx2-il,xf-fx2-il-200000,200000.0,0.20446,0.435,24.0,24.0,1.2249,18.0,69.20272936781696,30.79727063218304
fx2-il,xf-fx2-il-50000,50000.0,0.20446,0.435,24.0,24.0,1.155,15.5,69.20272936781696,30.79727063218304
fx2-il,xf-fx2-il-500000,500000.0,0.20446,0.435,24.0,24.0,1.2437,19.25,69.20272936781696,30.79727063218304
fx3-il,xf-fx3-il-100000,100000.0,0.19977,0.5,24.0,24.0,1.1712,15.5,69.90917170013104,30.09082829986895
fx3-il,xf-fx3-il-1000000,1000000.0,0.19977,0.5,24.0,24.0,1.4795,17.0,69.90917170013104,30.09082829986895
fx3-il,xf-fx3-il-200000,200000.0,0.19977,0.5,24.0,24.0,1.2641,16.5,69.90917170013104,30.09082829986895
fx3-il,xf-fx3-il-50000,50000.0,0.19977,0.5,24.0,24.0,1.1092,14.75,69.90917170013104,30.09082829986895
fx3-il,xf-fx3-il-500000,500000.0,0.19977,0.5,24.0,24.0,1.3582,18.0,69.90917170013104,30.09082829986895
fx38153-il,xf-fx38153-il-100000,100000.0,0.15542,0.435,49.0,49.0,1.1874,14.5,76.58949524770671,23.4105047522933
fx38153-il,xf-fx38153-il-1000000,1000000.0,0.15542,0.435,49.0,49.0,1.5613,16.25,76.58949524770671,23.4105047522933
fx38153-il,xf-fx38153-il-200000,200000.0,0.15542,0.435,49.0,49.0,1.2053,16.25,76.58949524770671,23.4105047522933
fx38153-il,xf-fx38153-il-50000,50000.0,0.15542,0.435,49.0,49.0,1.1525,12.25,76.58949524770671,23.4105047522933
fx38153-il,xf-fx38153-il-500000,500000.0,0.15542,0.435,49.0,49.0,1.4042,15.5,76.58949524770671,23.4105047522933
fx60100-il,xf-fx60100-il-100000,100000.0,0.09995,0.279,49.0,49.0,1.4494,11.25,84.94479507147268,15.055204928527314
fx60100-il,xf-fx60100-il-1000000,1000000.0,0.09995,0.279,49.0,49.0,1.6112,13.0,84.94479507147268,15.055204928527314
fx60100-il,xf-fx60100-il-200000,200000.0,0.09995,0.279,49.0,49.0,1.447,12.25,84.94479507147268,15.055204928527314
